,yorum,duygu
11340,temiz turkcell t50 acil satılıktır. ilgilenen kişiler yorum yapsın ulaşırım.rumuz : acil,notr
11341,senin vodofone gibi anı yasarken ben turkcell gibi  cekemem seni  heryerde,notr
11342,turkcell'den teknoloji zirvesi  #genel #internet,notr
11343,mart ayına özel hattını turkcell'e taşıyan veya yeni hat alanlara 1000dk+1000sms+4gb 49tl #turkcell #kampanya #4.5g hızı yakında,notr
11344,@turkcellhizmet başka bir operatöre geçmem sebebiyle turkcell de kalan bakiyemin iadesini talep ediyorum,notr
11345,turk telekom'un mor renk temalı turkcell göndermeli reklam filmlerini çok acınası ve etik dışı buluyorum...,notr
11346,yarın bir gün sponsorumuz vodafone degil de turkcell olsun dersiniz. bahane de vodafone her yerden çekmiyor olur. ????,notr
11347,ys gencler turkcell hediye internet veriyo ya o nasil oluyo biri desin,notr
11348,turkcell sayfalarına fotolarım düşmüş haykırırken ????,notr
11349,telefonundaki avea yazısının türk telekom'a dönüştüğü için kürt arkadaşım turkcell'e geçerek radikal bir davranış sergiledi.,notr
11350,@siberdin 5327572222 turkcell tarife ve kampanya destek hattı ile ihtiyacınız olan bilgileri ücretsiz alabilirsiniz.,notr
11351,@panickedninja turkcell superonline ile ilgili @superyardim hesabından destek alabilirsiniz.,notr
11352,@panickedninja turkcell müşterisiyseniz sifre yazıp 2222’ye sms gönderip şifrenizi ücretsiz alabilirsiniz.,notr
11353,"@turkcellhizmet, ben de bir turkcell superonline ve tv abonesiyim ancak sifremi bilmiyorum.",notr
11354,pardon şu altımda ki ile üstündeki tweet lerin sahipi turkcell kullanıyor .. #1gündeğilhergün,notr
11355,"@iyilik_15 turkcell şubesine bi sorun inşallah, umarım yardımcı olurlar",notr
11356,@turk_telekom yeni sisteminizi oturtana kadar  ben turkcell'e geçiyorum bye.,notr
11357,@marqopasa @petekdoku ben turkcell köntürü satıyor diye biliyordum.,notr
11358,"turkcell şu an kimin yönetiminde mesela, selim bunu bilmiyorsa sen selim'e kız kulesini, haliç köprüsünü bile satarsın, nolacak ki?",notr
11359,@turkcellhizmet capitol turkcell kartımı değiştirdi ..,notr
11360,@_katzikatze_ ailemizde olmanız bizi çok mutlu eder. #tıkdiye turkcell' li olmak için+,notr
11361,"trabzonspor, akyazı stadyumunun'nun isim hakkı konusunda turkcell ile 10 yıl için 150 milyon euro(500 milyon tl) ya anlaşmak üzere.",notr
11362,"@eskikulagikeskk turkcell superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11363,iyi günler turkcell kurumsaldan ariyorum ismim şeyma.,notr
11364,turkcell teknoloji zirvesi 2016’da boston consulting group kurucularından martin reeves ile sohbet ettik [röportaj] …,notr
11365,trabzon turkcell arena 150 mio. euro şimdiden hayirli uğrlu olsun.,notr
11366,neden sabahın 5inde mesaj atıp beni meraklandiriyorsun turkcell :((,notr
11367,turkcell uyudun mu mesajı atıyor ya bayılıyorum.,notr
11368,@sibellovic1 @askidanevar @cinemaximum alican in da turkcell platinumdan var ama cifti de var o da ben :d,notr
11369,ya bu turkcell niye fafuramin borcunu kabul etmiyo ben ödemedim anlamadım gitti ya ödesek suç ödemesek suç,notr
11370,faturam 0 yazıyor ölüyor muyum turkcell,notr
11371,@imdat_yilmaz turkcell superlig sezonunda kim şampion olmuştu abi,notr
11372,"sim kartımı yeniledim, çizilmişti. yeniledikten sonra turkcell'den gelen mesaj:",notr
11373,"@sinanyyilmaz turkcell platinum 75 tl 6 gb internet,bin dk bin sms..4 bilet veriyor cinemaximum da..",notr
11374,"@bircest1 turkcell superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11375,@kaan_terzioglu yarın fenerbahçe'min maçı var turkcell olarak bi güzellik yapıp 1 günlük internet hediye edin :),notr
11376,"bir aralar turkcell mesaj atıyordu, artık oda atmıyor...",notr
11377,bu tweeti rt yapıp bizi takip eden 1 kişiye turkcell t40 + yarım paket winston blue hediye!,notr
11378,@arapkahvesi vodafone ve turkcell turktelekom altyapısını kullanıyor üstelik.,notr
11379,arkadaşıma 72 saatir ulaşılamıyor diye turkcell bana mesaj atıyor polisi ara polisi ????,notr
11380,turkcell de olmasa ne arayanımız nede mesaj atanımız var,notr
11381,"bilgisayar mühendislğini kazandığımda 'hesap hacklesene' diyen komşu,turkcell'de işe başladığımda 'bize bedava hat yok mu' diyecekti elbette",notr
11382,@turkcell @superonlinetr turkcell superonline yöneticilerine şikayetimi bildirmek istiyorum ama telefon numaralarını vermiyorlar.,notr
11383,@salihpontmerolu turkcell superonline ile ilgili @superyardim hesabından destek alabilirsiniz.,notr
11384,@superonlinetr turkcell superonline abonesiyim. şikayetimi dinleyecek bir yönetici bulamıyorum...,notr
11385,@türkcell turkcell superonline abonesiyim. muhatap olacak bir yönetici bulamıyorum.,notr
11386,@kaan_terzioglu iyi akşamlar ben serap 3.yıldır çalışıyorum turkcell ailesinde görev almak istiyorum,notr
11387,@emineozmeen 5327572222 turkcell tarife ve kampanya destek hattı ile ihtiyacınız olan bilgileri ücretsiz alabilirsiniz.,notr
11388,ben bıktım şu özel aramalardan turkcell özel arama nasıl kapatılıyor biri söylüyebilirmi?,notr
11389,@tinymanslife turkcell tarifeye yansitmayacak sadece ayni tarifelerin daha buyuk kotali olanlarini cikartacak,notr
11390,bakalım turkcell ve vadofone un fiyatları nasıl olacak.,notr
11391,trafik cezası için e-haciz yapan maliyenin;aralarında turkcell ve jokey kulübü de olan şirketlerin 3 mlyr vergi cezasını sildiği doğrumudur?,notr
11392,gunde bi kere arayan adam ne be? turkcell bile gunde en az 2 kere arıyo.,notr
11393,@optimizercem turkcell'den ancak 539'lu alırsın cemcim :),notr
11394,"turkcell bu sene ""bip"" ile yatıp ""bip"" ile kalkacak herhalde. #turkcellteknoloji",notr
11395,"turkcell genel müdürü kaan terzioğlu, ""1 nisan’dan itibaren 4.5g ile dünyanın en hızlı mobil interneti turkcell’de olacak” dedi.",notr
11396,"turkcell 'den teknoloji ziyafeti✊turkcell #teknolojizirvesi, bilişim, iletişim ve teknoloji dünyasının duayenlerini istanbul'da buluşturdu.",notr
11397,"turkcell t70'in kasa cam, parmakizi okuyucu var. lansman nisan sonu - mayis, piyasaya cikisi ramazan'dan sonra.",notr
11398,mrb.turkcell  kullanıyorum ve sürekli beni ilgilendirmeyen kadınyaşamdan msj alıyorum iptal etmek istiyorum yardımcı olurmusunuz,notr
11399,"turkcell'den aradılar. ""mevcut paketiniz yetiyor mu"" diye sordular. ""yetmiyor"" dedim. 4gb internet iki günde bitiyor çünkü.",notr
11400,"az önce turkcell müşteri temsilcisine aşırı yüksek faturamdan dolayı trip attım, şimdi çaresizce size 6 ay 18 gb bedava telefonu bekliyorum.",notr
11401,hayaller ayfon gerçekler turkcell t60 pmaoababuab ????????,notr
11402,@vodafonetr hala anlamadiysan yardımcı filan olamazsın türk telekom veya turkcell yardımcı olur tahut bitince,notr
11403,birazdan turkcell genel müdürü kaan terzioğlu ile silikon vadisi programı olarak özel bir röportaj yapacağız... sorularınızı alayım...,notr
11404,kaan terzioğlu turkcell teknoloji zirvesi'nde sunum yaparken son dakika abone sayısı gözüktü,notr
11405,turkcell teknoloji zirvesinde genel müdür kaan terzioglu'nu dinliyoruz.,notr
11406,"turkcell/terzioğlu: onlar 1 senede 1 milyon kullanıcıya ulaştı, biz 6 ayda 1,5 milyon kullanıcıya ulaştık",notr
11407,turkcell/terzioğlu: bip ile whatsapp'ı yeneceğiz,notr
11408,"turkcell/terzioğlu: son yıllarda telekomünikasyon sektörü çok eleştirildi, aptal boru işletmecileri olduğumuz bile konuşuldu",notr
11409,@turkcellhizmet turkcell'den numaramı tasidim fakat 7 tl kaldı bununla ilgili bir mesaj geldi bana.  7 tl nin iadesi ile ilgili ne yapayım?,notr
11410,"turkcell ceo'su terzioğlu: ""tüm teknolojilerin devri biter, devri bitmeyecek tek şey gerçek bağlantı"" #teknolojizirvesi",notr
11411,"turkcell teknoloji zirvesindeyiz, ama online olarak, ipadden izliyoruz, tavsiye olunur!",notr
11412,turkcell satış kanalları aylık toplamda 350 milyon ziyaretçi ağırlıyor #webrazzi #eticaret,notr
11413,bir adam varmış canı sıkılan turkcell-im geldi tüm sıkıntı gitti,notr
11414,yarım saat içinde 3 turkcell müşteri temsilcisine sinir krizi geçirttirdim,notr
11415,turkcell aşkım bile bana gece 3 lere kadar mesaj atıyo ????,notr
11416,turkcell balikesir ne oluyor?,notr
11417,"bir arkadaşın eleman turkcell paketlerindeki smsler ile survivor'da oy kullanmış,fatura ile beraber icra da gelir inşallah beyinsize",notr
11418,ulan turkcell bana uzun mesaj atmis,notr
11419,"turkcell teknoloji zirvesi,yaşamımızda devrim yaratacak en yeni teknolojilerle 9 mart’ta haliç kongre merkezi’ndeyiz",notr
11420,"turkcell, kadınlar günü mesajına oklava, çiçek, klavye yerleştirmiş. oklava ile kovalanın inşallah.",notr
11421,@murat__erkan turkcell'in ismini kullanarak turkcell  ismini leke getirmeyin,notr
11422,3678 kez yapılan turkcell faturalarını açmayın uyarısına rağmen açan mustafa bey adamsın.,notr
11423,"sadece reklam,kredi karti,turkcell vs.yerlerden mesaj aliyorum. wpdada aile grubu. lan bu nasil bi yalnizliktir ?",notr
11424,turkcell hadi bi hediye gönder ????????,notr
11425,"türk telekom'da çalışıp,hattı turkcell olup sonrasında bugün  vodafone'a taşınan bilin kim ? ????",notr
11426,"@okantasdan turkcell superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11427,"bizim turkcell sponsorluk noldu acep, ne zaman haber alırız ?",notr
11428,"burak dayıoğlu turkcell teknoloji zirvesi'nde, siber güvenlikte son trendler'i anlatıyor -",notr
11429,kerimin ustası turkcell reklamında ehe..<3,notr
11430,remarketing ile hedef kitleyi optimize etmenin yolları - turkcell blog @turkcell aracılığıyla,notr
11431,turkcell olağan genel kurul toplantısında şirket paylarının % 10'unun geri alınması için onay iste,notr
11432,günaydın mutlu haftalarr cınımlar (@ fiber teknoloji / turkcell superonline in istanbul) https://t.co/4l0emyz5lr,notr
11433,turkcell bana gece kullanmak için sürüyle gb vermiş. 23.00 itibariyle uyuduğumu çakmışlar.,notr
11434,"turkcell, suriyelilere ‘cep’ten türkçe öğretecek  @technologictr aracılığıyla #teknoloji https://t.co/pz03fhqbww",notr
11435,"turkcell, suriyelilere ‘cep’ten türkçe öğretecek https://t.co/n1sawvjcqn",notr
11436,turkcell hattımı geri almamda yardımcı olacak var mı ?,notr
11437,turkcell dergilikhafta sonu,notr
11438,"turkcell, sakarya karasu'da yaşan kesintiyle ilgili açıklamada bulundu!",notr
11439,turkcell teknoloji zirvesi ’nde dijital değişim 4.5g hızıyla yaşanacak,notr
11440,"sitemize ""turkcell faturali tarifeler ve kampanyalar""  eklenmistir.",notr
11441,turkcell teknoloji zirvesi’nde dijital değişim 4.5g hızıyla yaşanacak,notr
11442,@turkishmamba sunday night football geri donsun turkcell nfl lig hic bitmesin,notr
11443,turkcell sınırı geçince çekiyor muydu lan ona göre emin olucam,notr
11444,@bksaracoglu turkcell servisi misin olm sen 2222ye evet yazip yollanilan sms misin? bu kiz seni uzer unut...,notr
11445,normal telefoncularda da oluyo mu yoksa turkcell bayisi mi olmalı acil cevap tşk,notr
11446,yarın dershane çıkışı gidebilirim inş turkcell bayisine,notr
11447,"attan inip eşeğe binmek = uzun süre turkcell kullanıp,pttcell kullanmak zorunda kalmak ????",notr
11448,4bucakg'de neden 8jk reklamı yapılıyor? yakın zamanda babamın hattınıda turkcell yaptıracağım.  @vodafonedestek,notr
11449,@optimistkalem seni turkcell operatörlüğünden aforoz ediyom ditt????,notr
11450,@volkandiyorki tamam ya o kadarını biliyorum. 3310 kullanmıyoruz heralde :d turkcell’den vodafone’a geçicem sanırım araştırıyorum,notr
11451,@mdurucan 9 bine yakin baz dikildi. bunun 5000 tanesi sanirim turkcell. 1 ay daha bekleyeceğiz,notr
11452,avea ve vodafone da lte goruyorum muhtemelen vodafoneluda turkcell lte sinyali goruyordur. ama kimse kullanamiyor,notr
11453,vodafone çekmediği için internetim bitmiyormuş turkcell'e geçince anladım.,notr
11454,turkcell geleceği yazanlar elçilik başvurusunun 2. değerlendirme son başvuru tarihi 14 mart 2016 09:00'a kadar uzatıldı #geleceğiyazanlar,notr
11455,ben seni turkcell gibi her yerde çekemem. ????,notr
11456,bir kerecik turkcell e uğradım diyemi bunlar,notr
11457,@turkcellhizmet vodafonda faturalı hatta sahibim turkcell e geçtiğim takdirde kaç fatura sonrası sizden kampanyalı telefon alabilirim,notr
11458,evdeyim ve telefonumm full çekiyo allahım bugünleri tekrar görmek çok güzel. kürkçü dükkanına döndüm teşekkürler turkcell ????????????,notr
11459,@avukata_bicici turkcell işi ne oldu avukat hanim ?,notr
11460,turkcell bedava internet isteyen ozelden mesaj atsin.,notr
11461,turkcell bana dakika gönder bestimi aramam lazım,notr
11462,twitter ayarlarını düzenlemek: hesap seçeneklerini ayarlarmak - turkcell akademi,notr
11463,@ozgeguzeel turkcell'le bağlan hayataaa ????,notr
11464,turkcell olan arkadaşların dikkatine,notr
11465,"türkiye dahil 9 ülkede faaliyet gösteren turkcell'in, genel müdürü @kaan_terzioglu,",notr
11466,uganda turkcell super ligindeki takımların sahasında bile böyle bi zemin yok bu ne biçim bi zemin atatürk görse manisayı yunanistana verirdi,notr
11467,"@msicakkanli işte ""bence"" markanın negatif imajına olumlu katkısı yok şu anda bunun? turkcell ve vodadfone var karşısında.",notr
11468,turkcell ceo'su kaan terzioğlu ile 4.5g'yi ve finansal sonuçlarını konuştuk,notr
11469,@soyeljefe17 @orcuncakir10 digiplayın ve turkcell tv varsa geriye sardırabilirsin abi.,notr
11470,merhaba dün turkcell faturalara numaramı taşımak için başvurdum ama tekrar vodafone da kalmak istiyorum ne yapmam lazım,notr
11471,sevgilisinin turkcell sevdası yüzünden sınırsız internet paketinden olan genç kız sevgilisini bıçaklayarak öldürdü...,notr
11472,@turk_telekom @ttkomir @turkcell @turkcellhizmet aynı server üzerinden turkcell 3g ve turktelekom adsl hız testi..-1 https://t.co/sj5cq3qv97,notr
11473,teşekkürler turkcell ???????????????????????????????????????? @turkcell,notr
11474,@berfinnngs vodafone melo'ya 6 kere mesaj atmış meloda evlenmemiz gerek yazdi bende turkcell için aynisini dedim sonra bu videoyu yaptım????✋,notr
11475,survivor izlerken internetim bitti şimdi de turkcell tv plus indirdim lüzumlu lüzumsuz herşeyi izliyorum hayırlı olsun ????,notr
11476,aylar öncesinden @gkuruca ile düşündüğümüz fikrin turkcell ve yga desteğiyle arıkovanı adında hayata geçirilmiş olması .......,notr
11477,turkcell'le son 24 saat ????,notr
11478,"@turkcellhizmet merhaba 4,5 g uyumlu sim kart değişikliği için hattın yasal sahibi ile mi turkcell bayilerine gitmeliyiz? teşekkürler",notr
11479,sadece turkcell avea vodofone icin 5gb 3000dk 2000sms yapmadigim varmi yapdigim varsa  özele  valla diyom,notr
11480,gecenin 4.45 inde mesaj atan turkcell sende sagol ????,notr
11481,ola ki paketim bittiii.... ulan saatlerdir ogrenmeye calisiyorum yine aşim paketi yapistircaksin dimi turkcell nefretimsin,notr
11482,beşiktaş'ın sponsoru vodafone varken gidip turkcell'e fatura ödeyince bi acayip hissediyorum,notr
11483,takımı galatasaray ile turkcell süper kupa'yı kazanarak camiaya kupa sevincini tattırdı. #fm16,notr
11484,turkcell ve turk telekom kardeşliği budur ????,notr
11485,turkcell teknoloji zirvesi 2016 https://t.co/dh78puxo6n,notr
11486,turkcell müşteri hizmetleri ile yazışma açmış artık kendime değil onlara mesaj atacağım,notr
11487,turkcell'de internet paketim 4.5g hızında bitiyor.,notr
11488,gazi osm. pasa turkcell bayisindendi sanirim,notr
11489,"@ttdestek merhaba , turkcell hattı kullanıcı arkadaşım operatörünüze geçme kararı aldı fakat iptal etmek istiyor mumkun mu acaba",notr
11490,"@tsbtnba2k turkcell superonline olarak alt yapı çalışmalarımızı sürdüyoruz, dilerseniz dsl hizmetimizden yararlanabilirsiniz.",notr
11491,turkcell gece 12-6 arasi 7gb internet vermis simdi ben onu sabaha kadar bitirmez miyim ????,notr
11492,"teknoloji dolu bir gün için turkcell #teknolojizirvesi, 9 mart'ta haliç kongre merkezi'nde!",notr
11493,@vodafonedestek merhaba arkadaşımla aynı telefonları kullanıyoruz o turkcell ben vodafone. hız testininde bende 2mbps onda 13-14mbps oluyor?,notr
11494,"insanlar harbiden oturup lol mol izliyormuş. tsl'de sponsor bulamayan takımlar var, lol'de turkcell falan sponsor formaya",notr
11495,sen vodefone gibi anı yaşarken ben turkcell gibi seni heryerde çekemem!.,notr
11496,bu turkcell çıldırmış olmalı. https://t.co/bg5i4zjxco,notr
11497,turkcell 4 çeker biz hep çekeriz,notr
11498,banada her okul çıkışı turkcell mesaj atıyor ciddi düşünüyorum????✋https://t.co/pxy7gcjqjb,notr
11499,değerli dostlar vodafoneda kalayım mı turkcell'e geçeyim mi vodafone'a aşığım ama interneti hiç çekmir napabilerem,notr
11500,ya ne demek turkcell de sınırsız internet paketleri kalktı??????? @turkcell,notr
11501,turkcell ile vedalaşma vakti geldi galiba,notr
11502,turkcell her yerde çekiyorsa neden sivilcesi çıkmıyor?,notr
11503,"pınar hnm ayrılık turkcell değilmi,ataturk ün gençliğe hitabı vardı onu kaldırdılar",notr
11504,turkcell den vodafone geçince,notr
11505,"turkcell konuşması atanınız vardı ulan, neredeydi o?",notr
11506,doğa okulları turkcell ile “akıllı okul” oldu | digibu https://t.co/erc7nbg0aj @digibuco aracılığıyla,notr
11507,medyum musun turkcell https://t.co/chbzgf2rkr,notr
11508,@kadrijamusoski ben bunun seneler evvel bmw'ye binen gostivar'lı olduğunu söylemiştim ama turkcell inanmadı bajcem:),notr
11509,mete turkcell de olduk,notr
11510,turkcell ile ilgili konularda @turkcell hesabından destek alabilirsiniz. yardımcı olabileceğimiz başka bir konu var mı?,notr
11511,kuzey kıbrıs turkcell'den 8 mart dünya kadınlar günü'ne özel fırsat...,notr
11512,"turkcell=şahan gökbakar, avea=ata demirer, vodafone=şafak sezer, türk telekom=cem yılmaz ama faturalar gelince biz hiç gülmüyoruz o nolacak?",notr
11513,turkcell in 10 gun içinde tl yüklemesseniz hattınız kapanıcaktır vb mesajlarıda olmasa telefonun tl görceği yok sjsjs,notr
11514,avea ve turkcell faturali hatlarda sinirsiz internet var.kullanan ve akk den rahatsiz olan arkadaşlar burdami?????????,notr
